localization_key,classification,revised_score,score,preserved_tokens,classification_notes,Chineses_reference,Chineses_display,Chineset_reference,Chineset_display,Czech_reference,Czech_display,English_reference,English_display,French_reference,French_display,German_reference,German_display,Italian_reference,Italian_display,Japanese_reference,Japanese_display,Korean_reference,Korean_display,Polish_reference,Polish_display,Portuguese_reference,Portuguese_display,Russian_reference,Russian_display,Spanish_reference,Spanish_display,Turkish_reference,Turkish_display,Ukrainian_reference,Ukrainian_display,Vietnamese_reference,Vietnamese_display,review_source_language,review_verified_meaning,review_line_type,review_status,review_notes
rozl_obchodnic_danke_das__iWvg,likely_foreign_phrase,16,11,Danke; gutes; Geschäft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!（谢谢你先生，真是笔愉快的交易！）","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!（先生謝謝你，這真是場愉快的交易！）","Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. ¡Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!",,,,,
rozl_obchodnic_vielen_dan_Jbzx,likely_foreign_phrase,16,11,Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!（非常感谢！很荣幸和你做生意，我的朋友！）","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!（太感謝你了！很高興能與你做生意，朋友！）","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","¡Vielen Dank! ¡Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!",,,,,
rozl_obchodnic_vielen_dan_pTFA,likely_foreign_phrase,16,11,Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!（十分感谢，先生！和你做生意真是荣幸！）","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!（太感謝你了！很高興能與你做生意，先生！）","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","¡Vielen Dank! ¡Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!",,,,,
rozl_obchodnik_brillant_d_21ZX,likely_foreign_phrase,16,11,Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Freund; bald,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!（太好了！这是笔好买卖，朋友！回见！）","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!（太棒了！朋友，你真會挑！下次再見啦！）","Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","¡Ausgezeichnet! ¡Du hast ein gutes Geschäft gemacht, mein Freund! ¡Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!",,,,,
rozl_obchodnik_brillant_d_YEds,likely_foreign_phrase,16,11,Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Herr; Lebe; wohl,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!（太好了，先生！这真是笔好买卖！再见！）","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!（太好了！你真是買對東西了，先生！再會啦！）","Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","¡Ausgezeichnet! ¡Du hast ein gutes Geschäft gemacht, mein Herr! ¡Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!",,,,,
rozl_obchodnik_danke_das__xzBu,likely_foreign_phrase,16,11,Danke; gutes; Geschäft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr! （谢谢，跟你做生意真顺心，先生！）","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!（先生謝謝你，這真是場愉快的交易！）","Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. ¡Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!",,,,,
rozl_obchodnik_vielen_dan_QDLF,likely_foreign_phrase,16,11,Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!（十分感谢，先生！和你做生意真是荣幸！）","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!（太感謝你了！很高興能與你做生意，先生！）","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","¡Vielen Dank! ¡Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!",,,,,
rozl_obchodnik_vielen_dan_zax4,likely_foreign_phrase,16,11,Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!（非常感谢！很荣幸和你做生意，我的朋友！）","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!（太感謝你了！很高興能與你做生意，朋友！）","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","¡Vielen Dank! ¡Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!",,,,,
s_kl_cechmistr_mein_gott__3nm3,likely_foreign_phrase,16,11,Mein; Gott; Maleshov; Mesoles,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.",Mein Gott（我的天），我现在怎么也想不起来叫什么了，但你从马列索夫往梅索莱斯走就能到。,"Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.",Mein Gott（我的天啊），我突然想不起名字了，但從馬萊紹夫往梅索勒斯方向走會經過那裡。,"Mein Gott, teď si nevzpomenu jak se jmenuje, ale jede se tudy z Malešova do Mezholez.","Mein Gott, teď si nevzpomenu, jak se jmenuje, ale jede se tudy z Malešova do Mezholez.","Mein Gott, I can’t remember what it’s called now, but you go there from Malešov towards Mezholezy.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, impossible de me rappeler leur nom, mais tu les trouveras sur la route qui relie Malechov à Mesoles.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Ach, ich erinnere mich nicht an den Namen, aber man kommt auf dem Weg von Maleschau nach Mesoles dran vorbei.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, non ricordo più come si chiama il posto, ma ci si arriva da Maleshov andando verso Mesoles.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.",ああ  ダメだ…  名前は思い出せない  だが<br/>マレショフからメゾレスへ向かう道のそばに<br/>あるはずだ,"Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, 지금은 뭐라고 불리는지 기억이 나질 않는군. 하지만 말레쇼프에서 메졸레스 방향으로 가는 길에 있네.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, nie pomnę teraz, jak się zwą, ale to po drodze z Maleszowa na Mezholezy.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, não consigo lembrar o nome agora, mas fica no caminho de Maleshov a Mesoles.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, я не помню, как это место зовется, но ты туда идешь от Малешова к Межолезам.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, ahora mismo no recuerdo el nombre, pero están en el camino entre Malešov y Mesoles.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, şimdi adını hatırlayamıyorum ama Maleshov’dan Mesoles’e giden yoldan gidiliyor.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Mein Gott, не пригадую, як воно зараз називається, це десь на шляху з Малешова до Мезголез.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.","Lạy Chúa tôi, tôi không nhớ tên nó là gì, nhưng đi từ Malešov về phía Mesoles là đến.",,,,,
zena_zena_pron_rada_sem_t_HzBg,likely_foreign_phrase,16,11,Dankeschön; gute; Nacht; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Danke schön und gute Nacht, mein Herr.","Danke schön und gute Nacht, mein Herr.","!P Danke schön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.",,,,,
