localization_key,classification,revised_score,score,English_reference,English_display,preserved_tokens,classification_notes,review_language,review_meaning,review_line_type,review_status,review_notes
gree_pozdrav_n_mein_gott__pqL5,likely_foreign_phrase,16,11,"!P Mein Gott... Du siehst furchtbar aus, Mann!","Mein Gott … Du siehst furchtbar aus, Mann!",Mein; Gott; siehst; furchtbar; Mann,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
gree_pozdrav_z_es_ist_ein_mw8y,likely_foreign_phrase,16,11,"!P Es ist eine Sünde, hier mit nacktem Arsch herumzulaufen, mein Freund!","Es ist eine Sünde, hier mit nacktem Hintern herumzulaufen, mein Freund!",eine; Sünde; hier; nacktem; Hintern; herumzulaufen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_pozdrav_z_heh_warum__432V,likely_foreign_phrase,16,11,"!P Heh... Warum bist du nackt, mein Freund?","Ha … Warum bist du nackt, mein Freund?",Warum; bist; nackt; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_pozdrav_z_mein_freun_XHAj,likely_foreign_phrase,16,11,"!P Mein Freund, ich beneide dich total um deine Trunkenheit.","Mein Freund, ich wäre jetzt auch gerne betrunken.",Mein; Freund; wäre; jetzt; auch; gerne; betrunken,"foreign-lexicon hit(s): Mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_pozdrav_z_servus_mei_l2Vs,likely_foreign_phrase,16,11,"!P Servus, mein Freund! Du bist betrunken, nicht wahr?","Servus, mein Freund! Du bist betrunken, stimmt’s?",Servus; mein; Freund; bist; betrunken; stimmt’s,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
muz__muz_prona_rad_sem_ti_e2J3,likely_foreign_phrase,16,11,"!P Danke schön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.",Dankeschön; gute; Nacht; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
neme_udo_aus_t_aber__herr_EcqX,likely_foreign_phrase,16,11,Aber… Herr Gott! I have no geld. How much have I drunk?,Aber… Herr Gott! I have no Geld. How much did I drink?,Aber; Herr; Gott; Geld,"foreign-lexicon hit(s): Herr, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, herr",,,,,
neme_udo_aus_t_aha__ale_m_bzaK,likely_foreign_phrase,16,11,Aha… wait… mein frau… mein frau is all the way in Tauber… bis… Tabr-heim… Tau-se… SCHEISSE! TAUBERBISCHOFSHEIM!,"Scheisse, meine Frau…! Warte ab! My wife is far away in Tauber… bis… Tabr-heim… Tau-se… Gott verdammt! TAUBERBISCHOFSHEIM!",Scheisse; meine; Frau; Warte; Tauber; Tabr-heim; Tau-se; Gott; verdammt; TAUBERBISCHOFSHEIM,"foreign-lexicon hit(s): Scheisse, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, scheisse",,,,,
o_zi_hejtman_f_mein_herr__wucU,likely_foreign_phrase,16,11,"!P Mein Herr Peter, however, had to pay him a fat Losegeld to leave us in peace.","Mein Herr Peter, however, had to pay him a fat Lösegeld to leave us in peace.",Mein; Herr; Peter; Lösegeld,"foreign-lexicon hit(s): Mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
opon_soldier_v_scheisse_d_bLaC,likely_foreign_phrase,16,11,!P Scheisse! Dafür werde ich dich umbringen!,Scheiße! Dafür werde ich dich umbringen!,Scheiße; Dafür; werde; dich; umbringen,"foreign-lexicon hit(s): Scheiße, dich | multiple preserved tokens | foreign lexicon visible in English display: dich, scheisse",,,,,
rozl_louceni_p_nich_viel__ILwf,likely_foreign_phrase,16,11,"!P Nich viel. Also nächstes mal wird es hoffentlich besser, mein Herr.","Nich viel. Also nächstes mal wird es hoffentlich besser, mein Herr.",Nich; viel; Also; nächstes; wird; hoffentlich; besser; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnic_ausgezeich_EF9v,likely_foreign_phrase,16,11,"Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!",Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Herr; Lebe; wohl,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnic_ausgezeich_cgIJ,likely_foreign_phrase,16,11,"Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!",Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Freund; bald,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
rozl_obchodnic_danke_das__iWvg,likely_foreign_phrase,16,11,"Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!",Danke; gutes; Geschäft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnic_vielen_dan_Jbzx,likely_foreign_phrase,16,11,"Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!",Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
rozl_obchodnic_vielen_dan_pTFA,likely_foreign_phrase,16,11,"Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!",Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_brillant_d_21ZX,likely_foreign_phrase,16,11,"Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Freund! Bis bald!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Freund! Bis bald!",Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Freund; bald,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
rozl_obchodnik_brillant_d_YEds,likely_foreign_phrase,16,11,"Ausgezeichnet! Du gemacht ein gutes Geschäft, mein Herr! Lebe wohl!","Ausgezeichnet! Du hast ein gutes Geschäft gemacht, mein Herr! Lebe wohl!",Ausgezeichnet; hast; gutes; Geschäft; gemacht; mein; Herr; Lebe; wohl,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_danke_das__xzBu,likely_foreign_phrase,16,11,"Danke. Das ist gutes Geschäft, mein Herr!","Danke. Das war ein gutes Geschäft, mein Herr!",Danke; gutes; Geschäft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_vielen_dan_QDLF,likely_foreign_phrase,16,11,"Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!",Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_vielen_dan_zax4,likely_foreign_phrase,16,11,"Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!",Vielen; Dank; eine; Freude; Geschäfte; machen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
s_kl_cechmistr_mein_gott__3nm3,likely_foreign_phrase,16,11,"Mein Gott, I can’t remember what it’s called now, but you go there from Malešov towards Mezholezy.","Mein Gott, I can’t remember what it’s called now, but you go there from Maleshov towards Mesoles.",Mein; Gott; Maleshov; Mesoles,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
zena_zena_pron_rada_sem_t_HzBg,likely_foreign_phrase,16,11,"!P Danke schön und gute Nacht, mein Herr.","Dankeschön und gute Nacht, mein Herr.",Dankeschön; gute; Nacht; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
comb_hejtman_f_a_ted_si_t_6sEe,likely_foreign_phrase,15,10,"!P Und jetzt... Come try it out a few times, mein Freunde.","Und jetzt … Come try it out a few times, mein Freund.",jetzt; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
endi_rozloucen_tschuss_me_QbOF,likely_foreign_phrase,15,10,"!P Tschuss, mein Freund!","Tschüss, mein Freund!",Tschüss; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
endi_rozloucen_tschuss_me_voap,likely_foreign_phrase,15,10,"!P Tschuss, mein Freund!","Tschüss, mein Freund!",Tschüss; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_obchodnic_was_mochte_I2R2,likely_foreign_phrase,15,10,"Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?",möchtest; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
gree_obchodnic_was_mochte_U4AJ,likely_foreign_phrase,15,10,"Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?",möchtest; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_obchodnic_was_wunsch_x0F1,likely_foreign_phrase,15,10,"Was wünscht du, mein Freund?","Was wünschst du, mein Freund?",wünschst; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_obchodnik_was_mochte_FHwN,likely_foreign_phrase,15,10,"Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?",möchtest; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
gree_obchodnik_was_mochte_nAjn,likely_foreign_phrase,15,10,"Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?",möchtest; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_obchodnik_was_wunsch_1Vpa,likely_foreign_phrase,15,10,"Was wünscht du, mein Freund?","Was wünschst du, mein Freund?",wünschst; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
gree_obchodnik_was_wunsch_LXKv,likely_foreign_phrase,15,10,"Was wünscht du, mein Herr?","Was wünschst du, mein Herr?",wünschst; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
gree_pozdrav_n_gruss_du_s_Jdkc,likely_foreign_phrase,15,10,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?",Mein; Gott; stinkst; ziemlich; weißt,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
gree_pozdrav_n_gruss_gott_O07K,likely_foreign_phrase,15,10,"!P Grüss Gott, Mann!","Grüß Gott, Freund!",Grüß; Gott; Freund,"foreign-lexicon hit(s): Gott, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott",,,,,
gree_pozdrav_n_mein_gott__JSU5,likely_foreign_phrase,15,10,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,Mein; Gott; Womit; belästigst; mich,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
gree_pozdrav_n_mein_gott__fgHV,likely_foreign_phrase,15,10,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?",Mein; Gott; stinkst; ziemlich; weißt,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
gree_pozdrav_n_mein_gott__fs7H,likely_foreign_phrase,15,10,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,Mein; Gott; Womit; belästigst; mich,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
gree_pozdrav_z_schonen_ta_JWHT,likely_foreign_phrase,15,10,"!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?",Schönen; willst; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
gree_pozdrav_z_schonen_ta_Kvm0,likely_foreign_phrase,15,10,"!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?",Schönen; willst; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
horn_pozdrav_h_gruss_gott_kZMq,likely_foreign_phrase,15,10,"!P Grüss Gott, Mann!","Grüß Gott, Freund!",Grüß; Gott; Freund,"foreign-lexicon hit(s): Gott, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott",,,,,
hosp_hospodsky_mein_gott__gLQ3,likely_foreign_phrase,15,10,"Mein Gott, wo ist es?","Mein Gott, wo ist es bloß?",Mein; Gott; bloß,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
laze_lazebnice_entschuldi_1zgF,likely_foreign_phrase,15,10,"Entschuldigung, mein Freund...","Entschuldige, mein Freund …",Entschuldige; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
laze_lazebnice_entschuldi_idyy,likely_foreign_phrase,15,10,"Entschuldigung, mein Freund...","Entschuldige, mein Freund …",Entschuldige; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
lore_event_tab_was_ich_ve_zdSu,likely_foreign_phrase,15,10,Was? Ich verstehe dich überhaupt nicht. I not understand.,Was? Ich verstehe dich überhaupt nicht. I not understand.,verstehe; dich; überhaupt; nicht,"foreign-lexicon hit(s): dich, nicht | multiple preserved tokens | foreign lexicon visible in English display: dich, nicht",,,,,
menh_menhart_z_na_ja_to_j_DOay,likely_foreign_phrase,15,10,"Na ja! You are right. Herr Gott, you must have been sehr Glücklich!","Na ja! You are right. Herr Gott, you must have been sehr Glücklich!",Herr; Gott; sehr; Glücklich,"foreign-lexicon hit(s): Herr, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, herr",,,,,
